col_1,col_2,col_3,col_4
,,,(김유진과 주인공이 함께 오믈렛을 완성한다.)
,,김유진,(완성된 오믈렛을 보며) 정말 맛있어 보인다! 주인공 씨 덕분에 성공적으로 만든 것 같아.
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 즐거운 시간이었어. 다음에도 같이 요리하자.
,,김유진,(활기차게) 물론이지! 다음에도 같이 해서 더 맛있는 요리를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 유진 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,김유진,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 요리 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[13:0720:008],,,
,e212,주인공,"(밝게) 안녕, 유진 씨! 여기서 공부 중이구나?"
,,김유진,"(조용히) 어, 안녕. 요즘 시험 준비 때문에 공부를 좀 더 열심히 하고 있어. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 같이 공부할게. 어떤 과목 공부 중이야?
,,김유진,(부드럽게) 오늘은 국어 공부하고 있어. 시험도 준비해야 하니까. 주인공 씨는 어떤 과목 공부할 거야?
,,주인공,(긍정적으로) 난 수학 공부 좀 해야 할 것 같아. 그럼 같이 열심히 해보자.
,,,(김유진과 주인공이 함께 책상에 앉아 공부를 시작한다.)
,,김유진,(책을 넘기며) 국어 단어가 참 어렵네. 주인공 씨는 국어 잘해?
,,주인공,(미소 지으며) 나도 국어 어렵다고 생각해. 하지만 같이 공부하면 더 잘할 수 있을 것 같아.
,,김유진,"(활기차게) 맞아, 같이 하면 더 재미있고, 집중도 잘 되는 것 같아. 그럼 내가 모르는 단어 좀 물어봐도 될까?"
,,주인공,(긍정적으로) 물론이지. 내가 아는 한 최대한 도와줄게.
,,김유진,(미소 지으며) 정말 고마워! 그럼 이 단어는 무슨 뜻이야?
,,주인공,(생각하며) 이 단어는 '연대감'이라는 뜻이야. 문맥에 맞게 사용해보면 더 쉽게 이해할 수 있을 거야.
,,김유진,(감탄하며) 정말 유익하네! 주인공 씨 덕분에 국어가 좀 더 쉽게 느껴져.
,,주인공,(따뜻하게) 나도 유진 씨 덕분에 수학이 재미있어졌어. 서로 도와가면서 공부하면 더 잘할 수 있을 것 같아.
,,,(김유진과 주인공이 함께 공부를 계속한다.)
,,김유진,(공부를 마치며) 오늘 정말 유익한 시간이었어. 주인공 씨 덕분에 국어가 더 재미있어졌어.
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 수학이 더 쉽게 느껴졌어. 다음에도 같이 공부하자.
,,김유진,(활기차게) 물론이지! 다음에도 같이 공부해서 더 좋은 성적 받자.
,,주인공,"(긍정적으로) 그래, 기대할게. 유진 씨와 함께해서 정말 기뻐."
,,김유진,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 공부 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[14:0721:006],,,
,e201,주인공,"(밝게) 안녕, 유진 씨! 여기서 작곡 작업 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 카페에서 좀 더 편안하게 작곡해보려고 했어. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 작곡에 관심이 많아. 어떤 곡을 만들고 있어?
,,김유진,(부드럽게) 요즘 느끼는 감정을 담은 발라드 곡이야. 좀 더 솔직하게 표현해보고 싶어.
,,주인공,(긍정적으로) 멋지다! 유진 씨가 만든 곡은 항상 감동적이야. 어려운 점은 없었어?
,,김유진,(미소 지으며) 고마워. 가끔 어떻게 멜로디를 구성해야 할지 고민이 돼. 주인공 씨의 의견도 들어보고 싶어.
,,주인공,(따뜻하게) 물론이지! 내가 느끼는 감정을 이야기해볼게. 그걸 곡에 녹여보는 건 어때?
,,김유진,(살짝 웃으며) 좋은 생각이야. 주인공 씨의 이야기를 들어보고 싶어.
,,,"(주인공이 김유진에게 자신의 감정을 이야기하고, 김유진은 그 이야기를 곡으로 표현한다.)"
,,주인공,(생각하며) 나는 사랑과 우정이 교차하는 순간을 중요하게 생각해. 그 감정을 담아서 멜로디를 만들어보면 어떨까?
,,김유진,"(고개를 끄덕이며) 그래, 그 감정을 담아서 이렇게 만들어볼게. (노트북에 멜로디를 입력하며) 사랑과 우정이 교차하는 순간의 느낌을..."
,,주인공,"(미소 지으며) 유진 씨, 정말 멋진 곡이 될 것 같아. 함께 작업하니 더 즐거워."
,,김유진,(감사한 마음으로) 나도 주인공 씨와 함께 작업해서 정말 기뻐. 좋은 곡을 만들 수 있을 것 같아.
,,주인공,(따뜻하게) 유진 씨는 정말 잘할 수 있어. 앞으로도 계속 응원할게. 화이팅!
,,김유진,"(조용히) 고마워, 주인공 씨. 네 덕분에 힘이 나. 우리 함께 좋은 곡 만들어보자."
[15:0723:009],,,
,e213,주인공,"(밝게) 안녕, 유진 씨! 여기서 쉬고 있었구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 날씨가 좋아서 산책 좀 하려고 나왔어. 주인공 씨도 같이 산책할래?"
,,주인공,(호기심 가득) 좋아! 나도 산책하는 거 좋아해. 어디로 갈까?
,,김유진,(부드럽게) 공원 한 바퀴 돌면서 이야기 나누자. 산책하면서 이야기하면 기분이 정말 좋아져.
,,주인공,(긍정적으로) 그럼 같이 가자. 요즘 어떻게 지냈어?
,,,(김유진과 주인공이 공원 길을 걸으며 대화를 나눈다.)
,,김유진,"(걸으며) 요즘 연습도 하고, 팬미팅 준비도 하느라 바빴어. 그래도 주인공 씨랑 함께해서 즐거웠어."
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 많은 걸 배우고 있어. 유진 씨는 항상 열심히 하잖아.
,,김유진,(활기차게) 고마워! 주인공 씨도 항상 최선을 다하는 모습이 정말 멋져. 우리 서로 힘내자.
,,주인공,"(따뜻하게) 맞아, 우리 함께라면 뭐든지 할 수 있을 것 같아."
,,김유진,"(생각하며) 주인공 씨, 나중에 다 같이 피크닉 와서 놀면 정말 재미있을 것 같아. 어때?"
,,주인공,"(긍정적으로) 좋은 생각이야! 다 같이 피크닉 와서 놀자. 맛있는 것도 먹고, 게임도 하면 재미있을 것 같아."
,,김유진,(신나게) 그럼 다음에 꼭 같이 피크닉 가자. 주인공 씨랑 함께하면 정말 즐거울 것 같아.
,,,(김유진과 주인공이 공원을 산책하며 대화를 계속한다.)
,,주인공,(걸으며) 유진 씨는 산책할 때 어떤 생각을 해?
,,김유진,(생각하며) 나는 주로 앞으로의 계획이나 목표에 대해 생각해. 산책하면서 머리를 정리하면 마음이 편안해져.
,,주인공,"(긍정적으로) 맞아, 나도 산책하면서 많은 생각을 정리해. 유진 씨 덕분에 오늘 산책이 정말 즐거웠어."
,,김유진,(미소 지으며) 나도 주인공 씨 덕분에 좋은 시간을 보냈어. 다음에도 같이 산책하자.
,,주인공,"(따뜻하게) 그래, 다음에도 꼭 같이 하자. 유진 씨와 함께해서 정말 기뻐."
,,김유진,(활기차게) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 산책 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[16:0724:002],,,
,e208,주인공,"(밝게) 안녕, 유진 씨! 기타 연습 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 기타 연습 좀 하려고 해. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 기타 연주에 관심이 많아. 어떤 곡을 연습 중이야?
,,김유진,(부드럽게) 내가 좋아하는 포크송이야. 기타로 연주하면 정말 감미롭거든. 같이 연주해볼래?
,,주인공,(긍정적으로) 물론이지! 그럼 내가 반주를 맞춰볼게.
,,,(김유진과 주인공이 함께 기타를 연주하기 시작한다.)
,,김유진,"(연주하며) 이 부분이 조금 어려운데, 주인공 씨랑 같이 하면 더 잘할 수 있을 것 같아."
,,주인공,(리듬을 맞추며) 정말 멋져! 유진 씨는 기타를 정말 잘 치는 것 같아.
,,김유진,(미소 지으며) 고마워! 주인공 씨 덕분에 연습이 더 재미있어졌어. 한 번 더 해볼까?
,,주인공,(긍정적으로) 좋아! 이번엔 좀 더 감정을 담아서 연주해보자.
,,,(김유진과 주인공이 다시 기타를 연주하며 감정을 담아 연습한다.)
,,김유진,(연주를 마치며) 오늘 연습 정말 좋았어. 주인공 씨 덕분에 많이 나아진 것 같아.
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 즐거운 시간이었어. 다음에도 같이 연습하자.
,,김유진,(활기차게) 물론이지! 다음에도 같이 해서 더 좋은 연주를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 유진 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,김유진,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 
,,김유진,그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[17:0725:006],,,
,e203,주인공,"(밝게) 안녕, 유진 씨! 책 읽고 있었구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 좀 여유롭게 책을 읽으려고 했어. 주인공 씨도 같이 읽을래?"
,,주인공,(호기심 가득) 좋아! 나도 책 읽는 거 좋아해. 어떤 책을 읽고 있어?
,,김유진,(부드럽게) 요즘 시집에 빠져 있어. 시의 감정 표현이 정말 깊어서 좋아. 주인공 씨는 어떤 책 좋아해?
,,주인공,"(긍정적으로) 나도 시집 좋아해. 시를 읽으면 마음이 차분해지고, 깊은 생각을 하게 되니까. 유진 씨가 추천하는 시집 읽어보고 싶어."
,,,(김유진이 주인공에게 시집을 건네며 함께 읽기 시작한다.)
,,김유진,(시를 읽으며) 이 부분이 정말 인상 깊어. 단어 하나하나에 담긴 감정이 느껴져서 좋아.
,,주인공,(시를 읽으며) 정말 흥미로운 내용이네. 유진 씨가 이런 시를 읽고 있는 걸 보니 더 존경스러워.
,,김유진,(미소 지으며) 고마워. 주인공 씨도 항상 깊은 생각을 하는 것 같아서 좋아. 우리 같이 이런 책 많이 읽자.
,,주인공,"(따뜻하게) 그래, 같이 읽으면서 서로의 생각을 나누면 좋을 것 같아."
,,,(김유진과 주인공이 함께 시를 읽으며 대화를 나눈다.)
,,김유진,"(책을 읽으며) 주인공 씨, 시를 읽으면 어떤 생각이 들어?"
,,주인공,(생각하며) 나는 시를 읽으면 감정의 깊이에 대해 많이 생각해. 단어 하나하나에 담긴 감정이 어떻게 표현되는지. 유진 씨는 어떤 생각을 해?
,,김유진,(조용히) 나도 비슷해. 시를 읽으면서 느끼는 감정과 그 감정을 표현하는 방법에 대해 많이 고민해. 주인공 씨와 이런 이야기를 나누니까 더 깊은 생각을 하게 돼.
,,주인공,(미소 지으며) 유진 씨와의 대화가 정말 좋아. 서로의 생각을 나누면서 더 성장할 수 있을 것 같아.
,,김유진,(감사한 마음으로) 나도 주인공 씨 덕분에 많이 배워. 앞으로도 계속 같이 이야기 나누자.
,,주인공,"(따뜻하게) 그래, 유진 씨와 함께라면 더 많은 것을 배울 수 있을 것 같아."
[18:0727:002],,,
,e211,주인공,"(밝게) 안녕, 유진 씨! 노래 녹음 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 새 곡을 녹음하고 있어. 주인공 씨도 들어봐줄래?"
,,주인공,(호기심 가득) 물론이지! 어떤 곡을 녹음하고 있어?
,,김유진,(부드럽게) 내가 작사하고 작곡한 발라드 곡이야. 감정을 잘 담아서 부르고 싶어.
,,주인공,(긍정적으로) 기대돼! 그럼 한 번 불러봐.
,,,"(김유진이 마이크 앞에서 노래를 부르기 시작하고, 주인공은 그 노래를 집중해서 듣는다.)"
,,김유진,"(노래를 마치며) 어때, 주인공 씨? 어떤 점을 고치면 좋을까?"
,,주인공,"(감탄하며) 정말 감동적이었어, 유진 씨. 감정이 잘 전달됐어. "
,,주인공,그런데 몇 군데 음정이 살짝 불안한 부분이 있었어. 그 부분만 조금 더 연습하면 완벽할 것 같아.
,,김유진,(미소 지으며) 고마워! 피드백 정말 고마워. 그럼 그 부분을 다시 연습해볼게.
,,주인공,"(따뜻하게) 그래, 나도 옆에서 응원할게. 유진 씨는 정말 잘하고 있어."
,,김유진,"(활기차게) 고마워, 주인공 씨! 나도 열심히 해서 더 좋은 모습 보여줄게."
,,,(김유진이 주인공의 피드백을 반영해 다시 노래를 연습한다.)
,,김유진,"(다시 노래를 부르며) 이번엔 어때, 주인공 씨?"
,,주인공,"(미소 지으며) 훨씬 좋아졌어, 유진 씨. 정말 잘했어. 이제 거의 완벽해."
,,김유진,(활기차게) 정말? 주인공 씨 덕분에 많이 나아진 것 같아. 고마워!
,,주인공,"(따뜻하게) 나도 고마워, 유진 씨. 함께 연습해서 정말 즐거웠어."
,,김유진,(활기차게) 나도! 우리 앞으로도 같이 연습하자. 주인공 씨랑 함께하면 더 열심히 할 수 있을 것 같아.
,,주인공,"(긍정적으로) 그래, 앞으로도 같이 열심히 하자. 유진 씨와 함께해서 정말 기뻐."
,,김유진,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[19:0728:001],,,
,e206,주인공,"(밝게) 안녕, 유진 씨! 춤 연습 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 춤 연습 좀 더 집중해서 하고 있어. 주인공 씨도 같이 해볼래?"
,,주인공,(호기심 가득) 물론이지! 나도 춤 추는 거 좋아해. 어떤 춤 연습 중이야?
,,김유진,(부드럽게) 내가 좋아하는 곡에 맞춰 안무를 연습하고 있어. 좀 더 완벽하게 표현하고 싶어서.
,,주인공,(긍정적으로) 기대돼! 그럼 한 번 춤춰봐.
,,,"(김유진이 음악에 맞춰 춤을 추기 시작하고, 주인공은 그 춤을 집중해서 본다.)"
,,김유진,"(춤을 마치며) 어때, 주인공 씨? 어떤 점을 고치면 좋을까?"
,,주인공,"(감탄하며) 정말 멋졌어, 유진 씨. 동작이 부드럽고, 감정이 잘 전달됐어. "
,,주인공,그런데 몇 군데 동작이 조금 어색한 부분이 있었어. 그 부분만 조금 더 연습하면 완벽할 것 같아.
,,김유진,(미소 지으며) 고마워! 피드백 정말 고마워. 그럼 그 부분을 다시 연습해볼게.
,,주인공,"(따뜻하게) 그래, 나도 옆에서 응원할게. 유진 씨는 정말 잘하고 있어."
,,김유진,"(활기차게) 고마워, 주인공 씨! 나도 열심히 해서 더 좋은 모습 보여줄게."
,,,(김유진이 주인공의 피드백을 반영해 다시 춤을 연습한다.)
,,김유진,"(다시 춤을 추며) 이번엔 어때, 주인공 씨?"
,,주인공,"(미소 지으며) 훨씬 좋아졌어, 유진 씨. 정말 잘했어. 이제 거의 완벽해."
,,김유진,(활기차게) 정말? 주인공 씨 덕분에 많이 나아진 것 같아. 고마워!
,,주인공,"(따뜻하게) 나도 고마워, 유진 씨. 함께 연습해서 정말 즐거웠어."
,,김유진,(활기차게) 나도! 우리 앞으로도 같이 연습하자. 주인공 씨랑 함께하면 더 열심히 할 수 있을 것 같아.
,,주인공,"(긍정적으로) 그래, 앞으로도 같이 열심히 하자. 유진 씨와 함께해서 정말 기뻐."
,,김유진,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[20:0729:003],,,
,e210,주인공,"(밝게) 안녕, 유진 씨! 저녁 준비 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 특별한 저녁을 만들어보려고 해. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 요리하는 거 좋아해. 어떤 저녁을 준비하고 있어?
,,김유진,(부드럽게) 오늘은 이탈리아 요리를 해볼까 해. 파스타랑 샐러드를 준비하고 있어. 주인공 씨는 어떤 요리 잘해?
,,주인공,(긍정적으로) 나도 파스타 좋아해! 같이 만들어보자.
,,,(김유진과 주인공이 함께 요리를 시작한다.)
,,김유진,"(재료를 손질하며) 주인공 씨, 파스타 면을 끓여줄래? 내가 소스를 준비할게."
,,주인공,(파스타 면을 준비하며) 좋아! 유진 씨는 요리 정말 잘하는 것 같아.
,,김유진,(미소 지으며) 고마워! 주인공 씨도 요리를 잘하는 것 같네. 같이 하면 더 재미있어.
,,주인공,"(긍정적으로) 맞아, 같이 요리하면 더 재미있고, 맛도 좋을 것 같아."
,,,(김유진과 주인공이 함께 요리를 계속한다.)
,,김유진,(소스를 저으며) 소스가 거의 다 됐어. 면도 잘 익었지?
,,주인공,"(확인하며) 응, 면도 다 익었어. 이제 같이 섞어볼까?"
,,김유진,(활기차게) 좋아! 그럼 면을 소스에 넣고 잘 섞어줘.
,,주인공,(면을 섞으며) 이렇게 맞아?
,,김유진,(미소 지으며) 맞아! 정말 잘하고 있어. 이제 거의 다 됐어.
,,,(김유진과 주인공이 함께 파스타와 샐러드를 완성한다.)
,,김유진,(완성된 파스타와 샐러드를 보며) 정말 맛있어 보인다! 주인공 씨 덕분에 성공적으로 만든 것 같아.
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 즐거운 시간이었어. 다음에도 같이 요리하자.
,,김유진,(활기차게) 물론이지! 다음에도 같이 해서 더 맛있는 요리를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 유진 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,김유진,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 
,,김유진,그럼 이따가 다 같이 음료수 한 잔 하러 가자. 요리 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[21:0730:002],,,
,e211,주인공,"(밝게) 안녕, 유진 씨! 노래 녹음 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 새 곡을 녹음하고 있어. 주인공 씨도 들어봐줄래?"
,,주인공,(호기심 가득) 물론이지! 어떤 곡을 녹음하고 있어?
,,김유진,(부드럽게) 내가 작사하고 작곡한 발라드 곡이야. 감정을 잘 담아서 부르고 싶어.
,,주인공,(긍정적으로) 기대돼! 그럼 한 번 불러봐.
,,,"(김유진이 마이크 앞에서 노래를 부르기 시작하고, 주인공은 그 노래를 집중해서 듣는다.)"
,,김유진,"(노래를 마치며) 어때, 주인공 씨? 어떤 점을 고치면 좋을까?"
,,주인공,"(감탄하며) 정말 감동적이었어, 유진 씨. 감정이 잘 전달됐어. "
,,주인공,그런데 몇 군데 음정이 살짝 불안한 부분이 있었어. 그 부분만 조금 더 연습하면 완벽할 것 같아.
,,김유진,(미소 지으며) 고마워! 피드백 정말 고마워. 그럼 그 부분을 다시 연습해볼게.
,,주인공,"(따뜻하게) 그래, 나도 옆에서 응원할게. 유진 씨는 정말 잘하고 있어."
,,김유진,"(활기차게) 고마워, 주인공 씨! 나도 열심히 해서 더 좋은 모습 보여줄게."
,,,(김유진이 주인공의 피드백을 반영해 다시 노래를 연습한다.)
,,김유진,"(다시 노래를 부르며) 이번엔 어때, 주인공 씨?"
,,주인공,"(미소 지으며) 훨씬 좋아졌어, 유진 씨. 정말 잘했어. 이제 거의 완벽해."
,,김유진,(활기차게) 정말? 주인공 씨 덕분에 많이 나아진 것 같아. 고마워!
,,주인공,"(따뜻하게) 나도 고마워, 유진 씨. 함께 연습해서 정말 즐거웠어."
,,김유진,(활기차게) 나도! 우리 앞으로도 같이 연습하자. 주인공 씨랑 함께하면 더 열심히 할 수 있을 것 같아.
,,주인공,"(긍정적으로) 그래, 앞으로도 같이 열심히 하자. 유진 씨와 함께해서 정말 기뻐."
,,김유진,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[HAPPYEND],,,
,e214,주인공,"(살며시) 유진 씨, 여기 있었군요. 무대에서 멋졌어요. 축하해요!"
,,김유진,"(조용히) 고마워요, 주인공 씨. 아직도 믿기지 않아요. 내가 최종 선정자가 되다니..."
,,주인공,(따뜻하게) 유진 씨는 그럴 자격이 충분해요. 정말 많이 노력했잖아요.
,,김유진,(미소 지으며) 주인공 씨 덕분이에요. 언제나 옆에서 응원해줘서 정말 고마워요.
,,주인공,(진심으로) 유진 씨의 재능과 노력이 이룬 결과예요. 저는 그저 옆에서 지켜봤을 뿐이에요.
,,김유진,(살짝 웃으며) 그래도 주인공 씨의 응원이 없었다면 여기까지 올 수 없었을 거예요. 정말 고마워요.
,,주인공,(부드럽게) 유진 씨의 무대는 언제나 감동적이에요. 팬들도 그 감동을 느낄 거예요.
,,김유진,(설레는 마음으로) 앞으로 더 많은 무대에서 팬들과 만날 생각에 벌써부터 가슴이 두근거려요.
,,주인공,(따뜻하게) 유진 씨의 무대는 언제나 특별해요. 팬들도 그 특별함을 느낄 거예요.
,,김유진,"(조용히) 주인공 씨, 정말 고마워요. 이제는 제가 주인공 씨에게 힘이 되고 싶어요."
,,주인공,(놀라며) 유진 씨가 나에게?
,,김유진,"(부드럽게) 네, 주인공 씨가 힘들 때 제가 옆에서 응원해주고 싶어요. 지금까지 받은 만큼 돌려주고 싶어요."
,,주인공,"(감동하며) 유진 씨, 정말 고마워요. 당신의 마음이 정말 따뜻해요."
,,김유진,"(살짝 붉어진 얼굴로) 주인공 씨, 이제 우리 둘이 함께 더 많은 꿈을 이루어가요. 같이 있으면 뭐든지 할 수 있을 것 같아요."
,,주인공,"(미소 지으며) 맞아요, 유진 씨와 함께라면 뭐든지 가능할 것 같아요. 앞으로도 서로 응원하며 함께해요."
,,김유진,"(결심한 듯이) 주인공 씨, 앞으로도 많이 의지할게요. 그리고 언제나 옆에 있어줘요."
,,주인공,"(따뜻하게) 물론이에요, 유진 씨. 언제나 옆에서 응원할게요."
,,김유진,(미소 지으며) 정말 고마워요. 이제 녹음실에서도 더 멋진 음악을 만들어줄게요.
,,주인공,"(응원하며) 기대할게요, 유진 씨. 당신의 모든 곡이 빛날 거예요."
,,김유진,(활기차게) 주인공 씨도 같이 음악을 즐겨요. 당신의 응원 덕분에 더 힘낼 수 있을 거예요.
,,주인공,"(긍정적으로) 그럼요, 유진 씨의 음악을 항상 응원할게요."
,,김유진,"(조용히) 주인공 씨, 앞으로도 함께 걸어가요. 우리의 이야기는 이제 시작이니까요."
,,주인공,"(따뜻하게) 그래요, 유진 씨. 우리 함께 꿈을 이루어가요."
,b000,하트비트 아이돌,Kumho Jeong Present
,,하트비트 아이돌,Programmed by nashorn74
,,하트비트 아이돌,Written scripts by ChatGPT 4o
,,하트비트 아이돌,Generated images by CalicoMix in tensor.art
,,하트비트 아이돌,Generated musics by Udio